chr	start	end	strand	gene
chrX	155262491	155266491	-	RAB39B
chrX	155378708	155382708	+	H2AB1
chrX	155380114	155384114	+	F8A2
chrX	155380094	155384094	+	F8A3
chrX	155378708	155382708	+	H2AB3
chrX	155380099	155384099	+	F8A1
chrX	155378708	155382708	+	H2AB2
chrX	155456600	155460600	-	F8A2
chrX	155458005	155462005	-	H2AB1
chrX	155456620	155460620	-	F8A3
chrX	155458005	155462005	-	H2AB3
chrX	155456615	155460615	-	F8A1
chrX	155458005	155462005	-	H2AB2
chrX	155765734	155769734	+	SPRY3
chrX	155879344	155883344	+	VAMP7
chrX	155995695	155999695	+	IL9R
chrY	5054089	5058089	+	PCDH11Y
chrY	14522528	14526528	+	NLGN4Y
chrY	14520615	14524615	+	NLGN4Y
chrY	14620020	14624020	+	NLGN4Y
chrY	14521745	14525745	+	NLGN4Y
chrY	622343	626343	+	SHOX
chrY	1451762	1455762	-	ASMTL
chrY	1450909	1454909	-	ASMTL
chrY	1266813	1270813	+	CSF2RA
chrY	2498976	2502976	-	ZBED1
chrY	2498539	2502539	-	ZBED1
chrY	2498976	2502976	-	DHRSX
chrY	6908696	6912696	+	TBL1Y
chrY	6908685	6912685	+	TBL1Y
chrY	13478670	13482670	-	UTY
chrY	12699230	12703230	+	USP9Y
chrY	18771715	18775715	-	HSFY2
chrY	18771715	18775715	-	HSFY1
chrY	20573710	20577710	+	EIF1AY
chrY	20573775	20577775	+	EIF1AY
chrY	21892526	21896526	-	RBMY1B
chrY	21892526	21896526	-	RBMY1D
chrY	21892486	21896486	-	RBMY1E
chrY	21892526	21896526	-	RBMY1A1
chrY	22401409	22405409	+	RBMY1J
chrY	22306881	22310881	+	RBMY1F
chrY	24831842	24835842	+	DAZ2
chrY	25050104	25054104	-	BPY2B
chrY	24831819	24835819	+	DAZ4
chrY	25050104	25054104	-	BPY2C
chrY	24811492	24815492	-	DAZ4
chrY	24811492	24815492	-	DAZ3
chrY	24831819	24835819	+	DAZ3
chrY	25050104	25054104	-	BPY2
chrY	316819	320819	-	GTPBP6
chrY	279380	283380	+	PLCXD1
chrY	281477	285477	+	PLCXD1
chrY	274355	278355	+	PLCXD1
chrY	384907	388907	-	PPP2R3B
chrY	1210649	1214649	-	CRLF2
chrY	1210723	1214723	-	CRLF2
chrY	1390113	1394113	-	SLC25A6
chrY	1334784	1338784	+	IL3RA
chrY	1334615	1338615	+	IL3RA
chrY	1535185	1539185	-	P2RY8
chrY	1613132	1617132	+	ASMT
chrY	1589603	1593603	+	AKAP17A
chrY	1593454	1597454	+	ASMT
chrY	1613058	1617058	+	ASMT
chrY	2689294	2693294	+	CD99
chrY	2785682	2789682	-	SRY
chrY	2839601	2843601	+	RPS4Y1
chrY	2933380	2937380	+	ZFY
chrY	3577066	3581066	+	TGIF2LY
chrY	4998295	5002295	+	PCDH11Y
chrY	6244222	6248222	+	TSPY2
chrY	6872027	6876027	-	AMELY
chrY	9335509	9339509	+	TSPY8
chrY	9355842	9359842	+	TSPY8
chrY	9335463	9339463	+	TSPY3
chrY	9396420	9400420	+	TSPY3
chrY	9335463	9339463	+	TSPY10
chrY	9396420	9400420	+	TSPY10
chrY	9335463	9339463	+	TSPY1
chrY	9335509	9339509	+	TSPY4
chrY	9464954	9468954	+	TSPY1
chrY	9525879	9529879	+	TSPY10
chrY	9485266	9489266	+	TSPY3
chrY	9525879	9529879	+	TSPY3
chrY	9485266	9489266	+	TSPY10
chrY	9485312	9489312	+	TSPY4
chrY	12901998	12905998	+	DDX3Y
chrY	12902867	12906867	+	DDX3Y
chrY	12902785	12906785	+	DDX3Y
chrY	12903704	12907704	+	DDX3Y
chrY	13701898	13705898	+	TMSB4Y
chrY	13984503	13988503	-	VCY1B
chrY	13984512	13988512	-	VCY
chrY	14054226	14058226	+	VCY1B
chrY	14054217	14058217	+	VCY
chrY	17768560	17772560	-	XKRY2
chrY	17768560	17772560	-	XKRY
chrY	17878220	17882220	-	CDY2A
chrY	17878219	17882219	-	CDY2B
chrY	18023786	18027786	+	CDY2A
chrY	18023787	18027787	+	CDY2B
chrY	18133448	18137448	+	XKRY2
chrY	18133448	18137448	+	XKRY
chrY	18544719	18548719	+	HSFY1
chrY	18544690	18548690	+	HSFY2
chrY	18544690	18548690	+	HSFY1
chrY	18544670	18548670	+	HSFY2
chrY	18771686	18775686	-	HSFY1
chrY	18771735	18775735	-	HSFY2
chrY	19742939	19746939	-	KDM5D
chrY	19742726	19746726	-	KDM5D
chrY	20754107	20758107	+	RPS4Y2
chrY	21384360	21388360	-	PRORY
chrY	21532878	21536878	+	RBMY1A1
chrY	21509337	21513337	+	RBMY1A1
chrY	21532878	21536878	+	RBMY1B
chrY	21509337	21513337	+	RBMY1D
chrY	21532878	21536878	+	RBMY1D
chrY	21509377	21513377	+	RBMY1E
chrY	21509337	21513337	+	RBMY1B
chrY	21916067	21920067	-	RBMY1D
chrY	21916067	21920067	-	RBMY1B
chrY	21916027	21920027	-	RBMY1E
chrY	21916067	21920067	-	RBMY1A1
chrY	22094007	22098007	-	PRY2
chrY	22094007	22098007	-	PRY
chrY	22181008	22185008	-	RBMY1J
chrY	22180923	22184923	-	RBMY1F
chrY	22488396	22492396	+	PRY2
chrY	22488396	22492396	+	PRY
chrY	22982262	22986262	+	BPY2C
chrY	22982262	22986262	+	BPY2B
chrY	22982262	22986262	+	BPY2
chrY	23197092	23201092	-	DAZ1
chrY	23197107	23201107	-	DAZ4
chrY	23217456	23221456	+	DAZ2
chrY	23217433	23221433	+	DAZ4
chrY	23217433	23221433	+	DAZ3
chrY	24046014	24050014	-	CDY1B
chrY	24046014	24050014	-	CDY1
chrY	24616003	24620003	+	BPY2C
chrY	24616003	24620003	+	BPY2B
chrY	24616003	24620003	+	BPY2
chrY	25620116	25624116	+	CDY1B
chrY	25620116	25624116	+	CDY1
chrY	56952254	56956254	+	SPRY3
chrY	57065864	57069864	+	VAMP7
chrY	57182215	57186215	+	IL9R
chr10	67663685	67667685	-	CTNNA3
chr10	67694195	67698195	-	CTNNA3
chr10	58510871	58514871	+	BICC1
chr10	16815454	16819454	-	RSU1
chr10	16815424	16819424	-	RSU1
chr10	50621956	50625956	-	SGMS1
chr10	75429623	75433623	+	LRMDA
chr10	125821545	125825545	+	BCCIP
chr10	92289078	92293078	-	CPEB3
chr10	3170782	3174782	-	PITRM1
chr10	1046886	1050886	-	IDI1
chr10	3170716	3174716	-	PITRM1
chr10	7407341	7411341	-	SFMBT2
chr10	7409486	7413486	-	SFMBT2
chr10	3170841	3174841	-	PITRM1
chr10	1054704	1058704	-	IDI1
chr10	1047119	1051119	-	IDI1
chr10	12347546	12351546	+	CAMK1D
chr10	10460549	10464549	+	CELF2
chr10	12386981	12390981	+	CAMK1D
chr10	14772897	14776897	-	FAM107B
chr10	11609650	11613650	-	USP6NL
chr10	21172187	21176187	-	NEBL
chr10	21172931	21176931	-	NEBL
chr10	21291050	21295050	-	NEBL
chr10	21170979	21174979	-	NEBL
chr10	19814431	19818431	+	PLXDC2
chr10	21172091	21176091	-	NEBL
chr10	23692726	23696726	+	KIAA1217
chr10	17807347	17811347	+	MRC1
chr10	32444139	32448139	+	CCDC7
chr10	31317215	31321215	+	ZEB1
chr10	31319200	31323200	+	ZEB1
chr10	31316817	31320817	+	ZEB1
chr10	31316416	31320416	+	ZEB1
chr10	31319659	31323659	+	ZEB1
chr10	31317767	31321767	+	ZEB1
chr10	31318553	31322553	+	ZEB1
chr10	34813296	34817296	-	PARD3
chr10	34813325	34817325	-	PARD3
chr10	48249757	48253757	-	FRMPD2
chr10	48272696	48276696	-	FRMPD2
chr10	55625942	55629942	-	PCDH15
chr10	54799231	54803231	-	PCDH15
chr10	51072486	51076486	+	PRKG1
chr10	50988887	50992887	+	PRKG1
chr10	73412058	73416058	-	ANXA7
chr10	69178233	69182233	+	SUPV3L1
chr10	72352919	72356919	-	DNAJB12
chr10	74174762	74178762	+	ADK
chr10	70282004	70286004	-	NPFFR1
chr10	68107487	68111487	+	MYPN
chr10	68104116	68108116	+	MYPN
chr10	74149220	74153220	+	ADK
chr10	68107432	68111432	+	MYPN
chr10	77635808	77639808	-	KCNMA1
chr10	81873193	81877193	+	NRG3
chr10	81875686	81879686	+	NRG3
chr10	75780760	75784760	+	LRMDA
chr10	81873313	81877313	+	NRG3
chr10	91218150	91222150	+	PCGF5
chr10	86364795	86368795	-	GRID1
chr10	91161011	91165011	+	PCGF5
chr10	91218662	91222662	+	PCGF5
chr10	95559371	95563371	-	SORBS1
chr10	95439180	95443180	-	SORBS1
chr10	99233852	99237852	-	HPSE2
chr10	99233875	99237875	-	HPSE2
chr10	93480334	93484334	-	MYOF
chr10	96511926	96515926	-	TLL2
chr10	99618439	99622439	-	SLC25A28
chr10	97496923	97500923	+	UBTD1
chr10	103853406	103857406	-	SH3PXD2A
chr10	104639289	104643289	+	SORCS3
chr10	102741947	102745947	+	WBP1L
chr10	107162706	107166706	-	SORCS1
chr10	110003946	110007946	+	ADD3
chr10	109994372	109998372	+	ADD3
chr10	115091364	115095364	+	ATRNL1
chr10	110005983	110009983	+	ADD3
chr10	120455226	120459226	+	PLPP4
chr10	119540719	119544719	-	RGS10
chr10	120454953	120458953	+	PLPP4
chr10	124789887	124793887	-	EEF1AKMT2
chr10	127905102	127909102	+	PTPRE
chr10	132063945	132067945	+	JAKMIP3
chr10	133158218	133162218	+	KNDC1
chr10	929705	933705	-	LARP4B
chr10	128087	132087	+	ZMYND11
chr10	687668	691668	-	DIP2C
chr10	1735525	1739525	-	ADARB2
chr10	4961414	4965414	+	AKR1C1
chr10	6144247	6148247	+	PFKFB3
chr10	6060367	6064367	-	IL2RA
chr10	6142920	6146920	+	PFKFB3
chr10	5811434	5815434	-	GDI2
chr10	5892385	5896385	+	FBH1
chr10	5888242	5892242	+	FBH1
chr10	5811549	5815549	-	GDI2
chr10	5887571	5891571	+	FBH1
chr10	5888202	5892202	+	FBH1
chr10	5362965	5366965	+	UCN3
chr10	6578276	6582276	-	PRKCQ
chr10	6578301	6582301	-	PRKCQ
chr10	6578646	6582646	-	PRKCQ
chr10	7664998	7668998	-	ITIH5
chr10	7816504	7820504	+	TAF3
chr10	7701315	7705315	+	ITIH2
chr10	7664966	7668966	-	ITIH5
chr10	7617673	7621673	-	ITIH5
chr10	10794838	10798838	+	CELF2
chr10	11163029	11167029	+	CELF2
chr10	11003311	11007311	+	CELF2
chr10	11015929	11019929	+	CELF2
chr10	11162880	11166880	+	CELF2
chr10	11015871	11019871	+	CELF2
chr10	10796724	10800724	+	CELF2
chr10	11003658	11007658	+	CELF2
chr10	11016497	11020497	+	CELF2
chr10	11002647	11006647	+	CELF2
chr10	11016755	11020755	+	CELF2
chr10	12194144	12198144	-	NUDT5
chr10	12040809	12044809	-	UPF2
chr10	12193891	12197891	-	NUDT5
chr10	12041170	12045170	-	UPF2
chr10	13501593	13505593	-	BEND7
chr10	13098081	13102081	+	OPTN
chr10	13527014	13531014	-	BEND7
chr10	12999713	13003713	-	CCDC3
chr10	13097989	13101989	-	CCDC3
chr10	13098162	13102162	+	OPTN
chr10	13969896	13973896	-	FRMD4A
chr10	14602401	14606401	-	FAM107B
chr10	14570189	14574189	-	FAM107B
chr10	14569999	14573999	-	FAM107B
chr10	14554180	14558180	-	FAM107B
chr10	14570375	14574375	-	FAM107B
chr10	14006550	14010550	-	FRMD4A
chr10	14328924	14332924	-	FRMD4A
chr10	14952096	14956096	-	DCLRE1C
chr10	15369289	15373289	-	FAM171A1
chr10	15041942	15045942	+	OLAH
chr10	15717922	15721922	-	ITGA8
chr10	15718335	15722335	-	ITGA8
chr10	15858507	15862507	-	MINDY3
chr10	16519879	16523879	-	C1QL3
chr10	15858533	15862533	-	MINDY3
chr10	17642150	17646150	+	STAM
chr10	17200071	17204071	-	TRDMT1
chr10	17199672	17203672	-	TRDMT1
chr10	17452595	17456595	-	ST8SIA6
chr10	17127811	17131811	-	CUBN
chr10	18258721	18262721	+	CACNB2
chr10	17949838	17953838	+	SLC39A12
chr10	18398574	18402574	+	CACNB2
chr10	18138423	18142423	+	CACNB2
chr10	18338708	18342708	+	CACNB2
chr10	17949917	17953917	+	SLC39A12
chr10	18649587	18653587	-	NSUN6
chr10	18657238	18661238	-	NSUN6
chr10	19046800	19050800	+	MALRD1
chr10	20895311	20899311	-	NEBL
chr10	21532171	21536171	+	MLLT10
chr10	22001730	22005730	-	DNAJC1
chr10	21531348	21535348	+	MLLT10
chr10	21532231	21536231	+	MLLT10
chr10	22926052	22930052	+	ARMC3
chr10	22926023	22930023	+	ARMC3
chr10	22343495	22347495	+	SPAG6
chr10	22343444	22347444	+	SPAG6
chr10	22712578	22716578	-	PIP4K2A
chr10	22712108	22716108	-	PIP4K2A
chr10	23342797	23346797	-	C10orf67
chr10	24206790	24210790	+	KIAA1217
chr10	24950606	24954606	-	PRTFDC1
chr10	25060279	25064279	-	ENKUR
chr10	24447413	24451413	+	KIAA1217
chr10	24721887	24725887	-	ARHGAP21
chr10	24464530	24468530	+	KIAA1217
chr10	24721221	24725221	-	ARHGAP21
chr10	24720748	24724748	-	ARHGAP21
chr10	24207137	24211137	+	KIAA1217
chr10	25173000	25177000	+	GPR158
chr10	25932228	25936228	+	MYO3A
chr10	26695700	26699700	+	PDSS1
chr10	27152384	27156384	-	YME1L1
chr10	26695423	26699423	+	PDSS1
chr10	27152420	27156420	-	YME1L1
chr10	26436340	26440340	+	APBB1IP
chr10	27981010	27985010	-	ARMC4
chr10	27996897	28000897	-	ARMC4
chr10	27979871	27983871	-	ARMC4
chr10	27502303	27506303	+	RAB18
chr10	27997079	28001079	-	ARMC4
chr10	28301064	28305064	-	MPP7
chr10	28280123	28284123	-	MPP7
chr10	28530778	28534778	+	WAC
chr10	28531117	28535117	+	WAC
chr10	29734936	29738936	-	SVIL
chr10	29733924	29737924	-	SVIL
chr10	30113494	30117494	-	JCAD
chr10	30057586	30061586	-	JCAD
chr10	29733801	29737801	-	SVIL
chr10	29632971	29636971	-	SVIL
chr10	31029937	31033937	-	ZNF438
chr10	30997517	31001517	-	ZNF438
chr10	32376769	32380769	-	EPC1
chr10	31926876	31930876	-	ARHGAP12
chr10	31926831	31930831	-	ARHGAP12
chr10	31906926	31910926	-	ARHGAP12
chr10	33332667	33336667	-	NRP1
chr10	35125000	35129000	+	CREM
chr10	35245024	35249024	+	CCNY
chr10	35124840	35128840	+	CREM
chr10	35125226	35129226	+	CREM
chr10	35334873	35338873	+	CCNY
chr10	35334508	35338508	+	CCNY
chr10	37123856	37127856	+	ANKRD30A
chr10	38008674	38012674	+	ZNF33A
chr10	38092336	38096336	+	ZNF37A
chr10	38008649	38012649	+	ZNF33A
chr10	42636570	42640570	-	ZNF33B
chr10	43646878	43650878	-	ZNF32
chr10	43075026	43079026	+	RET
chr10	43102731	43106731	+	RET
chr10	43265065	43269065	-	RASGEF1A
chr10	43646799	43650799	-	ZNF32
chr10	43075068	43079068	+	RET
chr10	43646881	43650881	-	ZNF32
chr10	45533371	45537371	-	MARCHF8
chr10	45725265	45729265	+	WASHC2C
chr10	46021458	46025458	-	NCOA4
chr10	46017537	46021537	-	NCOA4
chr10	45725042	45729042	+	WASHC2C
chr10	46028714	46032714	-	NCOA4
chr10	45592906	45596906	-	MARCHF8
chr10	46909395	46913395	+	PTPN20
chr10	46909721	46913721	+	PTPN20
chr10	46909427	46913427	+	PTPN20
chr10	48304676	48308676	+	MAPK8
chr10	48683462	48687462	+	WDFY4
chr10	49113522	49117522	-	VSTM4
chr10	48654265	48658265	-	ARHGAP22
chr10	48603073	48607073	-	ARHGAP22
chr10	48650502	48654502	-	ARHGAP22
chr10	48682872	48686872	+	WDFY4
chr10	48304638	48308638	+	MAPK8
chr10	50065953	50069953	+	WASHC2A
chr10	50249516	50253516	-	ASAH2
chr10	49940027	49944027	-	PARG
chr10	50065887	50069887	+	WASHC2A
chr10	50883675	50887675	-	A1CF
chr10	50883627	50887627	-	A1CF
chr10	52044755	52048755	+	PRKG1
chr10	56359259	56363259	-	ZWINT
chr10	56359273	56363273	-	ZWINT
chr10	58265894	58269894	-	IPMK
chr10	59175466	59179466	+	PHYHIPL
chr10	59174642	59178642	+	PHYHIPL
chr10	60387875	60391875	-	ANK3
chr10	59904556	59908556	-	CCDC6
chr10	60570956	60574956	-	ANK3
chr10	60731528	60735528	-	ANK3
chr10	60139016	60143016	-	ANK3
chr10	60998997	61002997	-	RHOBTB1
chr10	60999440	61003440	-	RHOBTB1
chr10	61660928	61664928	+	CABCOCO1
chr10	61660960	61664960	+	CABCOCO1
chr10	62266844	62270844	-	RTKN2
chr10	61899698	61903698	+	ARID5B
chr10	62372368	62376368	+	ZNF365
chr10	62372156	62376156	+	ZNF365
chr10	63519890	63523890	-	JMJD1C
chr10	63463977	63467977	-	JMJD1C
chr10	63519400	63523400	+	REEP3
chr10	63267243	63271243	-	JMJD1C
chr10	63267223	63271223	-	JMJD1C
chr10	66924035	66928035	+	LRRTM3
chr10	67882655	67886655	+	SIRT1
chr10	68073283	68077283	-	HERC4
chr10	67889401	67893401	+	SIRT1
chr10	67663660	67667660	-	CTNNA3
chr10	67883180	67887180	+	SIRT1
chr10	68330928	68334928	-	PBLD
chr10	68469973	68473973	-	DNA2
chr10	68899314	68903314	+	DDX50
chr10	68558336	68562336	+	TET1
chr10	69799905	69803905	+	COL13A1
chr10	70130934	70134934	-	AIFM2
chr10	69267999	69271999	+	HK1
chr10	69276495	69280495	+	HK1
chr10	69449464	69453464	+	TSPAN15
chr10	69316846	69320846	+	HK1
chr10	69316180	69320180	+	HK1
chr10	69313853	69317853	+	HK1
chr10	69449466	69453466	+	TSPAN15
chr10	70130825	70134825	-	AIFM2
chr10	70783377	70787377	-	TBATA
chr10	70476766	70480766	+	PALD1
chr10	71394919	71398919	+	CDH23
chr10	71849251	71853251	-	PSAP
chr10	72214011	72218011	+	ANAPC16
chr10	71394933	71398933	+	CDH23
chr10	72213999	72217999	+	ANAPC16
chr10	73356754	73360754	-	CFAP70
chr10	72690618	72694618	+	MCU
chr10	72690130	72694130	+	MCU
chr10	72521986	72525986	-	MICU1
chr10	72624079	72628079	-	MICU1
chr10	73166095	73170095	-	ECD
chr10	72624191	72628191	-	MICU1
chr10	73166008	73170008	-	ECD
chr10	73356864	73360864	-	CFAP70
chr10	73996115	74000115	+	VCL
chr10	73623981	73627981	-	USP54
chr10	73783605	73787605	+	ZSWIM8
chr10	73589342	73593342	-	USP54
chr10	73599621	73603621	-	USP54
chr10	73783623	73787623	+	ZSWIM8
chr10	75107191	75111191	-	DUSP13
chr10	74823478	74827478	+	KAT6B
chr10	74824599	74828599	+	KAT6B
chr10	74824412	74828412	+	KAT6B
chr10	75107212	75111212	-	DUSP13
chr10	74823254	74827254	+	KAT6B
chr10	75233957	75237957	-	COMTD1
chr10	77348761	77352761	-	KCNMA1
chr10	78027515	78031515	-	POLR3A
chr10	77924755	77928755	-	DLG5
chr10	79066965	79070965	+	ZMIZ1
chr10	79443624	79447624	-	ZCCHC24
chr10	80354755	80358755	-	DYDC1
chr10	80354758	80358758	-	DYDC1
chr10	80342744	80346744	+	DYDC2
chr10	80076645	80080645	+	TMEM254
chr10	80077022	80081022	+	TMEM254
chr10	80452309	80456309	+	TSPAN14
chr10	80457284	80461284	+	TSPAN14
chr10	80538818	80542818	+	SH2D4B
chr10	80466240	80470240	+	TSPAN14
chr10	80077244	80081244	+	TMEM254
chr10	80076664	80080664	+	TMEM254
chr10	80535901	80539901	+	SH2D4B
chr10	84137508	84141508	+	GHITM
chr10	84326588	84330588	+	CCSER2
chr10	86754618	86758618	+	BMPR1A
chr10	86519784	86523784	-	WAPL
chr10	86519792	86523792	-	WAPL
chr10	87093205	87097205	+	SHLD2
chr10	87861624	87865624	+	PTEN
chr10	87657877	87661877	+	PAPSS2
chr10	88988797	88992797	+	FAS
chr10	88704248	88708248	+	LIPK
chr10	88581318	88585318	-	RNLS
chr10	88584761	88588761	+	LIPJ
chr10	88581325	88585325	-	RNLS
chr10	89533594	89537594	-	SLC16A12
chr10	90856039	90860039	-	HTR7
chr10	91921769	91925769	+	BTAF1
chr10	92241279	92245279	-	CPEB3
chr10	91408343	91412343	+	HECTD2
chr10	91407234	91411234	+	HECTD2
chr10	92571506	92575506	-	IDE
chr10	92572095	92576095	-	IDE
chr10	92846519	92850519	+	EXOC6
chr10	92829107	92833107	+	EXOC6
chr10	92824830	92828830	+	EXOC6
chr10	92846454	92850454	+	EXOC6
chr10	92572093	92576093	-	IDE
chr10	93058797	93062797	+	CYP26C1
chr10	93564664	93568664	+	FFAR4
chr10	94087025	94091025	+	PLCE1
chr10	93991930	93995930	+	PLCE1
chr10	94760680	94764680	+	CYP2C19
chr10	94400540	94404540	+	TBC1D12
chr10	95289003	95293003	-	PDLIM1
chr10	95754162	95758162	+	ENTPD1
chr10	96302433	96306433	+	DNTT
chr10	95692143	95696143	-	TCTN3
chr10	95691927	95695927	-	TCTN3
chr10	95753651	95757651	+	ENTPD1
chr10	95709763	95713763	+	ENTPD1
chr10	96269569	96273569	-	BLNK
chr10	95905974	95909974	+	CC2D2B
chr10	96269576	96273576	-	BLNK
chr10	96269516	96273516	-	BLNK
chr10	97399340	97403340	-	RRP12
chr10	97399370	97403370	-	RRP12
chr10	96718514	96722514	-	PIK3AP1
chr10	97183959	97187959	-	SLIT1
chr10	97290637	97294637	-	ARHGAP19
chr10	97268657	97272657	-	ARHGAP19
chr10	96830297	96834297	+	LCOR
chr10	97290673	97294673	-	ARHGAP19
chr10	96830944	96834944	+	LCOR
chr10	98444963	98448963	-	HPS1
chr10	98132656	98136656	+	R3HCC1L
chr10	98028621	98032621	-	CRTAC1
chr10	97638685	97642685	+	PI4K2A
chr10	98444935	98448935	-	HPS1
chr10	98028828	98032828	-	CRTAC1
chr10	98132623	98136623	+	R3HCC1L
chr10	99327355	99331355	+	CNNM1
chr10	99327098	99331098	+	CNNM1
chr10	99730233	99734233	+	CUTC
chr10	99912092	99916092	-	DNMBP
chr10	100007947	100011947	-	DNMBP
chr10	99928907	99932907	-	DNMBP
chr10	101586270	101590270	-	POLL
chr10	100743581	100747581	+	PAX2
chr10	100910962	100914962	+	SLF2
chr10	101352032	101356032	+	BTRC
chr10	101586257	101590257	-	POLL
chr10	100733395	100737395	+	PAX2
chr10	101352164	101356164	+	BTRC
chr10	102243531	102247531	+	GBF1
chr10	102239512	102243512	-	PITX3
chr10	102501971	102505971	+	SUFU
chr10	101841800	101845800	-	KCNIP2
chr10	102500712	102504712	-	ACTR1A
chr10	102054173	102058173	-	ARMH3
chr10	101841920	101845920	-	KCNIP2
chr10	103191306	103195306	-	NT5C2
chr10	103191272	103195272	-	NT5C2
chr10	103151821	103155821	-	NT5C2
chr10	103175057	103179057	-	NT5C2
chr10	103676215	103680215	-	SH3PXD2A
chr10	103394625	103398625	+	PDCD11
chr10	102916293	102920293	+	CNNM2
chr10	103491704	103495704	+	NEURL1
chr10	102867469	102871469	+	AS3MT
chr10	103275137	103279137	+	INA
chr10	104336465	104340465	-	ITPRIP
chr10	104230364	104234364	-	CFAP43
chr10	104083880	104087880	-	COL17A1
chr10	104331905	104335905	-	ITPRIP
chr10	110205604	110209604	+	MXI1
chr10	110642335	110646335	+	RBM20
chr10	110208230	110212230	+	MXI1
chr10	110869794	110873794	+	PDCD4
chr10	110869927	110873927	+	PDCD4
chr10	110223995	110227995	+	MXI1
chr10	112948246	112952246	+	TCF7L2
chr10	112948249	112952249	+	TCF7L2
chr10	112445214	112449214	+	VTI1A
chr10	112444987	112448987	+	VTI1A
chr10	113662070	113666070	-	NRAP
chr10	114172203	114176203	-	CCDC186
chr10	113749681	113753681	+	PLEKHS1
chr10	113662041	113666041	-	NRAP
chr10	113852660	113856660	+	NHLRC2
chr10	114172220	114176220	-	CCDC186
chr10	113762818	113766818	+	PLEKHS1
chr10	114630397	114634397	-	ABLIM1
chr10	114683003	114687003	-	ABLIM1
chr10	114656275	114660275	-	ABLIM1
chr10	114611736	114615736	-	ABLIM1
chr10	114682443	114686443	-	ABLIM1
chr10	114766304	114770304	-	ABLIM1
chr10	114936194	114940194	+	TRUB1
chr10	116253795	116257795	-	GFRA1
chr10	116270225	116274225	-	GFRA1
chr10	116270654	116274654	-	GFRA1
chr10	116270475	116274475	-	GFRA1
chr10	116271615	116275615	-	GFRA1
chr10	116272705	116276705	-	GFRA1
chr10	116271009	116275009	-	GFRA1
chr10	116271206	116275206	-	GFRA1
chr10	117003187	117007187	-	SHTN1
chr10	116847722	116851722	-	HSPA12A
chr10	117124586	117128586	-	SHTN1
chr10	117003577	117007577	-	SHTN1
chr10	117373440	117377440	-	PDZD8
chr10	119163714	119167714	-	SFXN4
chr10	119205570	119209570	+	GRK5
chr10	118752970	118756970	-	CACUL1
chr10	119724049	119728049	+	INPP5F
chr10	119890729	119894729	+	SEC23IP
chr10	119649379	119653379	+	BAG3
chr10	121594645	121598645	-	FGFR2
chr10	121529314	121533314	-	FGFR2
chr10	121596444	121600444	-	FGFR2
chr10	121591967	121595967	-	FGFR2
chr10	121592258	121596258	-	FGFR2
chr10	121596458	121600458	-	FGFR2
chr10	122110884	122114884	+	TACC2
chr10	121926801	121930801	-	ATE1
chr10	121926063	121930063	-	ATE1
chr10	122372707	122376707	+	PLEKHA1
chr10	121926031	121930031	-	ATE1
chr10	122384068	122388068	+	PLEKHA1
chr10	122269295	122273295	+	BTBD16
chr10	121987162	121991162	+	TACC2
chr10	122952227	122956227	-	C10orf88
chr10	124459822	124463822	+	LHPP
chr10	124742378	124746378	-	FAM53B
chr10	123889807	123893807	-	CPXM2
chr10	125158563	125162563	-	CTBP2
chr10	125156777	125160777	-	CTBP2
chr10	125157957	125161957	-	CTBP2
chr10	125159030	125163030	-	CTBP2
chr10	126519493	126523493	-	C10orf90
chr10	126386477	126390477	-	ADAM12
chr10	125894805	125898805	+	FANK1
chr10	125894534	125898534	+	FANK1
chr10	126668693	126672693	-	C10orf90
chr10	125894563	125898563	+	FANK1
chr10	126903427	126907427	+	DOCK1
chr10	127194591	127198591	-	INSYN2A
chr10	128045611	128049611	+	PTPRE
chr10	127985279	127989279	+	PTPRE
chr10	127996146	128000146	+	PTPRE
chr10	129465240	129469240	+	MGMT
chr10	129962274	129966274	-	EBF3
chr10	130134408	130138408	+	GLRX3
chr10	130134390	130138390	+	GLRX3
chr10	130134374	130138374	+	GLRX3
chr10	131309721	131313721	-	TCERG1L
chr10	132679274	132683274	+	INPP5A
chr10	132305222	132309222	-	STK32C
chr10	132329880	132333880	-	STK32C
chr10	132535786	132539786	+	INPP5A
chr10	132940570	132944570	-	CFAP46
chr10	132305950	132309950	-	STK32C
chr10	133566275	133570275	-	SYCE1
chr10	133563583	133567583	-	SYCE1
chr10	133563634	133567634	-	SYCE1
chr10	133307156	133311156	-	TUBGCP2
chr10	133306872	133310872	-	TUBGCP2
chr10	47296	51296	-	TUBB8
chr10	133454	137454	+	ZMYND11
chr10	132799	136799	+	ZMYND11
chr10	132483	136483	+	ZMYND11
chr10	177993	181993	+	ZMYND11
chr10	133264	137264	+	ZMYND11
chr10	133808	137808	+	ZMYND11
chr10	132292	136292	+	ZMYND11
chr10	133597	137597	+	ZMYND11
chr10	648034	652034	+	DIP2C-AS1
chr10	1023859	1027859	-	IDI2
chr10	986433	990433	+	GTPBP4
chr10	1054384	1058384	+	WDR37
chr10	3102608	3106608	+	PFKP
chr10	3065547	3069547	+	PFKP
chr10	3066626	3070626	+	PFKP
chr10	3065969	3069969	+	PFKP
chr10	3067188	3071188	+	PFKP
chr10	3783281	3787281	-	KLF6
chr10	3783209	3787209	-	KLF6
chr10	4824206	4828206	+	AKR1E2
chr10	4824176	4828176	+	AKR1E2
chr10	5092413	5096413	+	AKR1C3
