chr	start_promoter	end_promoter	strand	gene_name
chr7	137312445	137316445	-	EBF3
chr7	137408762	137412762	-	9430038I01RIK
chr7	137435614	137439614	+	GLRX3
chr7	138395730	138399730	-	TCERG1L
chr7	138844273	138848273	-	MAPK1IP1
chr7	138844079	138848079	+	PPP2R2D
chr7	138907519	138911519	-	BNIP3
chr7	138938730	138942730	+	JAKMIP3
chr7	139084001	139088001	+	DPYSL4
chr7	139211307	139215307	-	STK32C
chr7	139210988	139214988	+	LRRC27
chr7	139246482	139250482	+	PWWP2B
chr7	139387109	139391109	+	INPP5A
chr7	139580797	139584797	-	NKX6-2
chr7	139681817	139685817	-	CFAP46
chr7	139832174	139836174	+	ADGRA1
chr7	139892696	139896696	+	KNDC1
chr7	139941789	139945789	+	UTF1
chr7	139976755	139980755	-	6430531B16RIK
chr7	139990562	139994562	-	ADAM8
chr7	140034669	140038669	-	TUBGCP2
chr7	140034391	140038391	+	ZFP511
chr7	140047089	140051089	-	MSX3
chr7	140080548	140084548	-	CALY
chr7	140091395	140095395	+	PRAP1
chr7	140100441	140104441	-	FUOM
chr7	140114476	140118476	-	ECHS1
chr7	140113799	140117799	+	PAOX
chr7	140135564	140139564	+	MTG1
chr7	140152877	140156877	-	SPRN
chr7	140161014	140165014	-	OLFR522
chr7	140171979	140175979	+	OLFR523
chr7	140200800	140204800	-	OLFR524
chr7	140216267	140220267	+	CD163L1
chr7	140245284	140249284	+	5830411N06RIK
chr7	140320602	140324602	+	OLFR525
chr7	140333843	140337843	+	OLFR527
chr7	140359671	140363671	-	OLFR60
chr7	140371666	140375666	-	OLFR530
chr7	140399044	140403044	-	OLFR531
chr7	140417771	140421771	-	OLFR532
chr7	140461377	140465377	+	OLFR533
chr7	140490561	140494561	+	OLFR535
chr7	140505318	140509318	-	OLFR536
chr7	140572155	140576155	+	OLFR538
chr7	140599340	140603340	+	OLFR46
chr7	140626970	140630970	+	OLFR61
chr7	140644452	140648452	+	OLFR53
chr7	140665289	140669289	+	OLFR539
chr7	140679964	140683964	+	OLFR45
chr7	140695316	140699316	+	OLFR541
chr7	140761739	140765739	+	CYP2E1
chr7	140785852	140789852	-	SYCE1
chr7	140820178	140824178	-	ZFP941
chr7	140854331	140858331	-	RP23-114A6.7
chr7	140833018	140837018	+	URAH
chr7	140843547	140847547	+	SCGB1C1
chr7	140845805	140849805	+	ODF3
chr7	140855577	140859577	-	BET1L
chr7	140854957	140858957	+	RIC8A
chr7	140880309	140884309	-	SIRT3
chr7	140879968	140883968	+	PSMD13
chr7	140898446	140902446	-	COX8B
chr7	140918902	140922902	+	NLRP6
chr7	140939391	140943391	+	ATHL1
chr7	140948291	140952291	-	IFITM5
chr7	140953937	140957937	-	RP24-243J4.5
chr7	140953987	140957987	-	IFITM2
chr7	140965221	140969221	+	IFITM1
chr7	141008770	141012770	-	IFITM3
chr7	141015924	141019924	-	IFITM6
chr7	141027131	141031131	+	GM17387
chr7	141059104	141063104	+	B4GALNT4
chr7	141076218	141080218	+	PKP3
chr7	141098572	141102572	-	SIGIRR
chr7	141115806	141119806	-	ANO9
chr7	141120382	141124382	+	PTDSS2
chr7	141170857	141174857	-	RNH1
chr7	141192005	141196005	-	HRAS
chr7	141192157	141196157	+	LRRC56
chr7	141212080	141216080	-	LMNTD2
chr7	141213860	141217860	+	RASSF7
chr7	141226784	141230784	+	PHRF1
chr7	141264481	141268481	-	IRF7
chr7	141274786	141278786	-	CDHR5
chr7	141277133	141281133	-	SCT
chr7	141290006	141294006	+	DRD4
chr7	141325690	141329690	-	DEAF1
chr7	141325739	141329739	+	TMEM80
chr7	141336880	141340880	+	EPS8L2
chr7	141390199	141394199	+	TALDO1
chr7	141412136	141416136	-	PDDC1
chr7	141427491	141431491	-	CEND1
chr7	141435892	141439892	-	SLC25A22
chr7	141442025	141446025	-	PIDD1
chr7	141445370	141449370	+	RPLP2
chr7	141453198	141457198	+	PNPLA2
chr7	141459094	141463094	+	CRACR2B
chr7	141465392	141469392	+	CD151
chr7	141473132	141477132	-	POLR2L
chr7	141473240	141477240	+	TSPAN4
chr7	141537857	141541857	-	CHID1
chr7	141560173	141564173	+	AP2A2
chr7	141653319	141657319	-	MUC6
chr7	141688340	141692340	+	MUC2
chr7	141786972	141790972	+	MUC5AC
chr7	141837070	141841070	+	MUC5B
chr7	141916507	141920507	-	TOLLIP
chr7	141947751	141951751	+	BRSK2
chr7	142059065	142063065	-	MOB2
chr7	142093843	142097843	-	DUSP8
chr7	142118729	142122729	-	RP23-56A14.10
chr7	142134034	142138034	-	RP23-56A14.9
chr7	142142607	142146607	-	RP23-56A14.8
chr7	142155113	142159113	-	RP23-56A14.7
chr7	142163739	142167739	-	GM4553
chr7	142174005	142178005	-	KRTAP5-2
chr7	142188389	142192389	-	GM10153
chr7	142199364	142203364	+	KRTAP5-3
chr7	142209859	142213859	+	GM7579
chr7	142227971	142231971	-	KRTAP5-5
chr7	142239078	142243078	-	RP23-346N11.5
chr7	142256354	142260354	-	GM2431
chr7	142272363	142276363	-	GM4559
chr7	142295118	142299118	-	KRTAP5-1
chr7	142301549	142305549	+	KRTAP5-4
chr7	142371753	142375753	-	IFITM10
chr7	142380667	142384667	-	RP23-145I16.3
chr7	142386038	142390038	-	CTSD
chr7	142432850	142436850	+	SYT8
chr7	142439808	142443808	+	TNNI2
chr7	142458809	142462809	+	LSP1
chr7	142496836	142500836	+	TNNT3
chr7	142530686	142534686	+	MRPL23
chr7	142664816	142668816	-	IGF2
chr7	142741381	142745381	-	INS2
chr7	142929128	142933128	-	TH
chr7	142967264	142971264	-	ASCL2
chr7	143003046	143007046	+	TSPAN32
chr7	143050739	143054739	+	CD81
chr7	143092642	143096642	-	TRPM5
chr7	143067249	143071249	+	TSSC4
chr7	143104362	143108362	+	KCNQ1
chr7	143459050	143463050	-	CDKN1C
chr7	143471736	143475736	+	SLC22A18
chr7	143501150	143505150	-	PHLDA2
chr7	143547106	143551106	-	NAP1L4
chr7	143598090	143602090	-	CARS
chr7	143626722	143630722	-	TNFRSF26
chr7	143647661	143651661	-	TNFRSF22
chr7	143683872	143687872	-	TNFRSF23
chr7	143754985	143758985	-	OSBPL5
chr7	143764993	143768993	-	MRGPRG
chr7	143782500	143786500	-	MRGPRE
chr7	143820849	143824849	-	NADSYN1
chr7	143821145	143825145	+	DHCR7
chr7	143864838	143868838	+	GM498
chr7	143999928	144003928	+	SHANK2
chr7	144469009	144473009	-	CTTN
chr7	144551729	144555729	-	PPFIA1
chr7	144580463	144584463	-	FADD
chr7	144749974	144753974	-	ANO1
chr7	144836083	144840083	+	FGF3
chr7	144845367	144849367	+	FGF4
chr7	144894531	144898531	+	FGF15
chr7	144913100	144917100	+	ORAOV1
chr7	144937925	144941925	-	CCND1
chr7	145282011	145286011	-	TPCN2
chr7	145298828	145302828	+	MRGPRF
chr7	145312835	145316835	+	MRGPRD
chr8	3277617	3281617	-	INSR
chr8	3351415	3355415	+	A430078G23RIK
chr8	3391006	3395006	+	ARHGEF18
chr8	3465680	3469680	-	PEX11G
chr8	3468862	3472862	+	1700019B03RIK
chr8	3491138	3495138	+	ZFP358
chr8	3498457	3502457	+	MCOLN1
chr8	3513384	3517384	+	PNPLA6
chr8	3565990	3569990	+	C330021F23RIK
chr8	3585293	3589293	+	CAMSAP3
chr8	3619316	3623316	-	XAB2
chr8	3619548	3623548	+	PET100
chr8	3623545	3627545	-	PCP2
chr8	3628955	3632955	+	STXBP2
chr8	3653770	3657770	+	RETN
chr8	3663754	3667754	+	MCEMP1
chr8	3670362	3674362	-	FCOR
chr8	3674299	3678299	+	TRAPPC5
chr8	3692175	3696175	-	FCER2A
chr8	3718651	3722651	-	CLEC4G
chr8	3746984	3750984	-	CD209A
chr8	3852309	3856309	-	CD209E
chr8	3876555	3880555	-	CD209D
chr8	3924844	3928844	-	CD209B
chr8	3952746	3956746	-	CD209C
chr8	4103835	4107835	-	CD209F
chr8	4132098	4136098	+	CD209G
chr8	4164567	4168567	+	EVI5L
chr8	4215459	4219459	-	PRR36
chr8	4224827	4228827	+	LRRC8E
chr8	4236740	4240740	+	MAP2K7
chr8	4236865	4240865	+	MAP2K7
chr8	4246214	4250214	+	TGFBR3L
chr8	4251080	4255080	+	SNAPC2
chr8	4257274	4261274	-	CTXN1
chr8	4273913	4277913	-	TIMM44
chr8	4323413	4327413	-	ELAVL1
chr8	4323210	4327210	+	CCL25
chr8	4491026	4495026	+	CERS4
chr8	4611167	4615167	+	ZFP958
chr8	4777567	4781567	-	SHCBP1
chr8	5103351	5107351	-	SLC10A2
chr8	8659242	8663242	-	EFNB2
chr8	8688521	8692521	-	ARGLU1
chr8	9769161	9773161	-	FAM155A
chr8	9862251	9866251	+	GM10217
chr8	9975686	9979686	-	LIG4
chr8	9975707	9979707	+	ABHD13
chr8	10004467	10008467	+	TNFSF13B
chr8	10151911	10155911	+	MYO16
chr8	11006458	11010458	-	IRS2
chr8	11310826	11314826	-	COL4A1
chr8	11310805	11314805	+	COL4A2
chr8	11476710	11480710	-	RAB20
chr8	11495506	11499506	+	CARKD
chr8	11548783	11552783	-	CARS2
chr8	11553571	11557571	+	ING1
chr8	11633757	11637757	-	ANKRD10
chr8	11699063	11703063	-	1700016D06RIK
chr8	11725721	11729721	+	ARHGEF7
chr8	11838474	11842474	+	TEX29
chr8	12276819	12280819	+	A230072I06RIK
chr8	12393295	12397295	+	SOX1
chr8	12571029	12575029	+	SPACA7
chr8	12670248	12674248	-	TUBGCP3
chr8	12755014	12759014	+	ATP11A
chr8	12871806	12875806	+	MCF2L
chr8	13024034	13028034	+	F7
chr8	13035308	13039308	+	F10
chr8	13058914	13062914	+	PROZ
chr8	13103459	13107459	-	PCID2
chr8	13103621	13107621	+	CUL4A
chr8	13157161	13161161	+	LAMP1
chr8	13198620	13202620	-	GRTP1
chr8	13252162	13256162	-	ADPRHL1
chr8	13286131	13290131	-	DCUN1D2
chr8	13286190	13290190	+	TMCO3
chr8	13336751	13340751	+	TFDP1
chr8	13394825	13398825	-	ATP4B
chr8	13403081	13407081	+	GRK1
chr8	13433189	13437189	+	TMEM255B
chr8	13492490	13496490	-	GAS6
chr8	13560461	13564461	-	1700029H14RIK
chr8	13675603	13679603	-	RASA3
chr8	13703889	13707889	+	4932443I19RIK
chr8	13755676	13759676	+	CDC16
chr8	13783615	13787615	+	UPF3A
chr8	13836389	13840389	-	AF366264
chr8	13867641	13871641	+	CHAMP1
chr8	13888281	13892281	-	COPRS
chr8	13905803	13909803	+	FBXO25
chr8	13973032	13977032	-	TDRP
chr8	14088301	14092301	-	ERICH1
chr8	14093865	14097865	+	DLGAP2
chr8	14879335	14883335	+	CLN8
chr8	14909663	14913663	+	ARHGEF10
chr8	15009025	15013025	+	KBTBD11
chr8	15044078	15048078	-	BB014433
chr8	15055653	15059653	+	MYOM2
chr8	17533586	17537586	-	CSMD1
chr8	18593131	18597131	+	MCPH1
chr8	18739562	18743562	-	ANGPT2
chr8	18844277	18848277	+	AGPAT5
chr8	18948975	18952975	-	XKR5
chr8	18976256	18980256	-	DEFB40
chr8	18989055	18993055	-	DEFB37
chr8	19024566	19028566	-	DEFB38
chr8	19062810	19066810	-	DEFB39
chr8	19112839	19116839	-	DEFB12
chr8	19121752	19125752	+	DEFB34
chr8	19138759	19142759	+	SPAG11B
chr8	19155886	19159886	+	SPAG11A
chr8	19192357	19196357	+	DEFB14
chr8	19196706	19200706	+	DEFB4
chr8	19223478	19227478	+	DEFB6
chr8	19237916	19241916	+	DEFB46
chr8	19245580	19249580	+	DEFB5
chr8	19291360	19295360	+	DEFB3
chr8	19445606	19449606	-	DEFB8
chr8	19493097	19497097	+	DEFB7
chr8	19680268	19684268	+	GM6483
chr8	19727746	19731746	+	4930467E23RIK
chr8	20361210	20365210	-	GM15319
chr8	20548331	20552331	+	GM21092
chr8	20613097	20617097	+	GM21119
chr8	20826015	20830015	+	GM20946
chr8	20890669	20894669	+	DEFB33
chr8	20900444	20904444	-	GM15056
chr8	20920071	20924071	-	GM6040
chr8	20942748	20946748	-	AY761185
chr8	21023545	21027545	+	DEFA21
chr8	21053047	21057047	+	DEFA23
chr8	21063038	21067038	+	GM10104
chr8	21082442	21086442	+	DEFA25
chr8	21094050	21098050	-	GM14851
chr8	21132642	21136642	+	GM15284
chr8	21160277	21164277	+	DEFA22
chr8	21189614	21193614	+	DEFA-RS7
chr8	21199561	21203561	+	GM15293
chr8	21247754	21251754	+	GM15292
chr8	21285409	21289409	+	DEFA3
chr8	21295439	21299439	+	DEFA5
chr8	21313546	21317546	+	GM15299
chr8	21325020	21329020	-	DEFA-RS1
chr8	21376560	21380560	+	DEFA2
chr8	21389811	21393811	+	GM21002
chr8	21425456	21429456	+	GM21498
chr8	21454560	21458560	-	GM7849
chr8	21507258	21511258	+	DEFA20
chr8	21527032	21531032	+	GM15308
chr8	21563386	21567386	+	GM14850
chr8	21581027	21585027	+	GM6696
chr8	21592508	21596508	-	GM7861
chr8	21616183	21620183	+	DEFA26
chr8	21653780	21657780	+	DEFA17
chr8	21663797	21667797	+	GM15315
chr8	21701645	21705645	-	AY761184
chr8	21732494	21736494	+	DEFA24
chr8	21774599	21778599	+	DEFB1
chr8	21821539	21825539	+	DEFB50
chr8	21837926	21841926	+	DEFB2
chr8	21856901	21860901	+	DEFB10
chr8	21883421	21887421	-	DEFB9
chr8	21904412	21908412	-	DEFB11
chr8	21930710	21934710	-	DEFB15
chr8	21936352	21940352	+	DEFB35
chr8	21944762	21948762	+	DEFB13
chr8	21956714	21960714	+	FAM90A1A
chr8	21967775	21971775	+	CCDC70
chr8	22058305	22062305	-	ATP7B
chr8	22058721	22062721	+	ALG11
chr8	22123053	22127053	-	NEK5
chr8	22164435	22168435	-	NEK3
chr8	22183819	22187819	-	CKAP2
chr8	22190809	22194809	+	VPS36
chr8	22225313	22229313	+	THSD1
chr8	22281441	22285441	+	TPTE
chr8	22396597	22400597	-	SLC25A15
chr8	22409361	22413361	+	MRPS31
chr8	22474882	22478882	-	SMIM19
chr8	22474788	22478788	+	SLC20A2
chr8	22591813	22595813	-	VDAC3
chr8	22622043	22626043	+	DKK4
chr8	22651435	22655435	-	POLB
chr8	22704589	22708589	-	IKBKB
chr8	22755727	22759727	+	PLAT
chr8	22803622	22807622	-	AP3M2
chr8	22857535	22861535	+	KAT6A
chr8	22972844	22976844	+	ANK1
chr8	23151269	23155269	+	NKX6-3
chr8	23206346	23210346	-	GPAT4
chr8	23235659	23239659	-	GINS4
chr8	23255074	23259074	-	GOLGA7
chr8	23409502	23413502	+	SFRP1
chr8	23634019	23638019	+	ZMAT4
chr8	24436984	24440984	-	1810011O10RIK
chr8	24574333	24578333	-	IDO2
chr8	24595009	24599009	-	IDO1
chr8	24672755	24676755	-	ADAM18
chr8	24723852	24727852	-	ADAM3
chr8	24822369	24826369	-	ADAM5
chr8	24946804	24950804	-	ADAM32
chr8	25014927	25018927	-	ADAM9
chr8	25015211	25019211	+	TM2D2
chr8	25036962	25040962	-	HTRA4
chr8	25100376	25104376	-	PLEKHA2
chr8	25254588	25258588	-	TACC1
chr8	25511654	25515654	+	FGFR1
chr8	25595582	25599582	-	LETM2
chr8	25599601	25603601	+	WHSC1L1
chr8	25718037	25722037	+	PLPP5
chr8	25752596	25756596	-	DDHD2
chr8	25783287	25787287	-	BAG4
chr8	25783288	25787288	+	LSM1
chr8	25804555	25808555	+	STAR
chr8	25845694	25849694	-	ASH2L
chr8	25847623	25851623	+	KCNU1
chr8	25974753	25978753	-	HGSNAT
chr8	25992133	25996133	-	POMK
chr8	26013650	26017650	-	FNTA
chr8	26117224	26121224	-	HOOK3
chr8	26117368	26121368	+	RNF170
chr8	26117534	26121534	+	RNF170
chr8	26156141	26160141	+	THAP1
chr8	26975325	26979325	+	ZFP703
chr8	27021261	27025261	+	ERLIN2
chr8	27040555	27044555	+	PROSC
chr8	27083583	27087583	+	ADGRA2
chr8	27126680	27130680	-	BRF2
chr8	27172646	27176646	-	RAB11FIP1
chr8	27221828	27225828	-	GOT1L1
chr8	27248616	27252616	-	ADRB3
chr8	27258329	27262329	+	EIF4EBP1
chr8	27342394	27346394	+	TEX24
chr8	27366711	27370711	+	CHRNB3
chr8	27411944	27415944	-	CHRNA6
chr8	27445100	27449100	+	RP23-202K1.1
chr8	27445670	27449670	+	POTEG
chr8	29217636	29221636	-	UNC5D
chr8	31087471	31091471	+	DUSP26
chr8	31109820	31113820	+	RNF122
chr8	31148315	31152315	+	TTI2
chr8	31166764	31170764	-	MAK16
chr8	31185331	31189331	+	FUT10
chr8	32882029	32886029	-	NRG1
chr8	33383527	33387527	-	WRN
chr8	33384325	33388325	+	PURG
chr8	33426709	33430709	+	5930422O12RIK
chr8	33514738	33518738	+	TEX15
chr8	33597625	33601625	+	PPP2CB
chr8	33639967	33643967	-	UBXN8
chr8	33650523	33654523	+	GSR
chr8	33729833	33733833	+	GTF2E2
chr8	33745770	33749770	-	SMIM18
chr8	33927863	33931863	-	RBPMS
chr8	34106796	34110796	-	DCTN6
chr8	34109737	34113737	-	GM10131
chr8	34113030	34117030	+	MBOAT4
chr8	34145033	34149033	-	LEPROTL1
chr8	34152575	34156575	+	SARAF
chr8	34805297	34809297	+	DUSP4
chr8	34963690	34967690	-	TNKS
chr8	35373739	35377739	+	PPP1R3B
chr8	35494196	35498196	-	ERI1
chr8	35585798	35589798	+	MFHAS1
chr8	35763790	35767790	+	GM19410
chr8	35824559	35828559	-	CLDN23
chr8	36092828	36096828	+	D8ERTD82E
chr8	36247516	36251516	-	LONRF1
chr8	36455548	36459548	+	6430573F11RIK
chr8	36951143	36955143	-	DLC1
chr8	36991604	36995604	+	AI429214
chr8	38659508	38663508	-	SGCZ
chr8	39003845	39007845	+	TUSC3
chr8	39640673	39644673	-	MSR1
chr8	40306331	40310331	-	FGF20
chr8	40305458	40309458	+	MICU3
chr8	40421815	40425815	+	ZDHHC2
chr8	40513847	40517847	-	CNOT7
chr8	40509783	40513783	+	VPS37A
chr8	40632797	40636797	-	MTMR7
chr8	40673077	40677077	+	ADAM24
chr8	40750208	40754208	+	ADAM25
chr8	40791273	40795273	+	ADAM20
chr8	40820990	40824990	+	ADAM39
chr8	40860396	40864396	+	SLC7A2
chr8	40924212	40928212	+	PDGFRL
chr8	41131726	41135726	-	MTUS1
chr8	41213156	41217156	-	FGL1
chr8	41237752	41241752	+	PCM1
chr8	41372773	41376773	-	ASAH1
chr8	41415074	41419074	-	FRG1
chr8	43139486	43143486	-	TRIML1
chr8	43178541	43182541	+	TRIML2
chr8	43304980	43308980	-	ZFP42
chr8	43526106	43530106	-	ADAM26B
chr8	43574707	43578707	-	ADAM26A
chr8	43625276	43629276	-	GM5346
chr8	43650744	43654744	-	ADAM34
chr8	44933447	44937447	+	FAT1
chr8	45067137	45071137	+	MTNR1A
chr8	45260031	45264031	-	F11
chr8	45292859	45296859	-	KLKB1
chr8	45306466	45310466	-	KLKB1
chr8	45331216	45335216	-	CYP4V3
chr8	45380291	45384291	-	FAM149A
chr8	45409080	45413080	-	TLR3
chr8	45505788	45509788	+	SORBS2
chr8	45883461	45887461	+	PDLIM3
chr8	45932619	45936619	+	CCDC110
chr8	45973252	45977252	-	1700029J07RIK
chr8	45973528	45977528	+	UFSP2
chr8	46003707	46007707	-	ANKRD37
chr8	45997303	46001303	+	LRP2BP
chr8	46150159	46154159	-	SNX25
chr8	46149771	46153771	+	CFAP97
chr8	46209284	46213284	-	SLC25A4
chr8	46292671	46296671	-	HELT
chr8	46469037	46473037	+	ACSL1
chr8	46550028	46554028	+	CENPU
chr8	46615212	46619212	-	PRIMPOL
chr8	46615291	46619291	+	CASP3
chr8	46737732	46741732	+	IRF2
chr8	46984887	46988887	+	ENPP6
chr8	47350348	47354348	-	STOX2
chr8	47531470	47535470	-	TRAPPC11
chr8	47531664	47535664	+	RWDD4A
chr8	47673556	47677556	-	ING2
chr8	47711931	47715931	-	CDKN2AIP
chr8	47711266	47715266	+	E030037K01RIK
chr8	47820143	47824143	+	CLDN24
chr8	47822482	47826482	+	CLDN22
chr8	47988543	47992543	-	WWC2
chr8	48097092	48101092	+	DCTD
chr8	48842026	48846026	-	TENM3
chr8	53509727	53513727	+	AGA
chr8	53637065	53641065	-	NEIL3
chr8	54075606	54079606	+	VEGFC
chr8	54527998	54531998	-	SPCS3
chr8	54527580	54531580	+	ASB5
chr8	54598781	54602781	+	SPATA4
chr8	54885184	54889184	-	WDR17
chr8	54952843	54956843	+	GPM6A
chr8	55904948	55908948	-	ADAM29
chr8	55938460	55942460	+	GLRA3
chr8	56292585	56296585	+	HPGD
chr8	56549047	56553047	-	CEP44
chr8	56549090	56553090	+	FBXO8
chr8	57318983	57322983	+	HAND2
chr8	57453923	57457923	+	SCRG1
chr8	57485860	57489860	-	SAP30
chr8	57509907	57513907	+	HMGB2
chr8	57651032	57655032	-	GALNT7
chr8	58910640	58914640	-	GALNTL6
chr8	58909755	58913755	+	BC030500
chr8	60501198	60505198	-	GM10283
chr8	60503932	60507932	+	AADAT
chr8	60630827	60634827	+	MFAP3L
chr8	60888418	60892418	+	2700029M09RIK
chr8	60981300	60985300	-	CLCN3
chr8	60991195	60995195	+	NEK1
chr8	61221872	61225872	+	SH3RF1
chr8	61485734	61489734	+	CBR4
chr8	61900690	61904690	-	PALLD
chr8	61926087	61930087	+	DDX60
chr8	62121150	62125150	-	ANXA10
chr8	62949009	62953009	+	SPOCK3
chr8	63950248	63954248	-	SGOL2B
chr8	64204271	64208271	-	TLL1
chr8	64691054	64695054	-	CPE
chr8	64731792	64735792	-	MSMO1
chr8	64848017	64852017	-	KLHL2
chr8	64945185	64949185	+	TMEM192
chr8	64985831	64989831	-	TRIM75
chr8	65016584	65020584	-	TRIM60
chr8	65016523	65020523	-	TRIM61
chr8	65035336	65039336	-	APELA
chr8	65073033	65077033	+	GM10663
chr8	65127563	65131563	-	BC030870
chr8	65615900	65619900	+	MARCH1
chr8	66484530	66488530	-	TMA16
chr8	66509756	66513756	+	TKTL2
chr8	66686094	66690094	-	NPY5R
chr8	66695422	66699422	+	NPY1R
chr8	66858217	66862217	+	NAF1
chr8	67488758	67492758	+	NAT1
chr8	67492867	67496867	+	NAT2
chr8	67513606	67517606	-	GM9755
chr8	67521854	67525854	+	NAT3
chr8	68060286	68064286	-	PSD3
chr8	68274567	68278567	+	SH2D4A
chr8	68733146	68737146	-	CSGALNACT1
chr8	68791929	68795929	+	INTS10
chr8	68878491	68882491	+	LPL
chr8	69087235	69091235	-	SLC18A1
chr8	69086646	69090646	+	ATP6V1B2
chr8	69182225	69186225	-	LZTS1
chr8	69224343	69228343	+	ZFP930
chr8	69298776	69302776	+	D130040H23RIK
chr8	69371383	69375383	-	GM10033
chr8	69371914	69375914	-	GM10311
chr8	69451565	69455565	-	GM9495
chr8	69520976	69524976	-	GM7697
chr8	69623548	69627548	-	ZFP868
chr8	69652479	69656479	+	ZFP964
chr8	69708724	69712724	-	ZFP869
chr8	69747970	69751970	-	ZFP963
chr8	69772886	69776886	-	GM20422
chr8	69789178	69793178	-	ZFP866
chr8	69789163	69793163	+	ATP13A1
chr8	69806679	69810679	+	GMIP
chr8	69820429	69824429	+	LPAR2
chr8	69830491	69834491	+	PBX4
chr8	69885687	69889687	-	CILP2
chr8	69900712	69904712	-	YJEFN3
chr8	69900558	69904558	-	NDUFA13
chr8	69900184	69904184	+	TSSK6
chr8	69994379	69998379	-	GATAD2A
chr8	70040734	70044734	-	MAU2
chr8	70040813	70044813	+	SUGP1
chr8	70070924	70074924	+	TM6SF2
chr8	70081529	70085529	+	HAPLN4
chr8	70118873	70122873	-	NCAN
chr8	70137197	70141197	-	RFXANK
chr8	70129333	70133333	+	NR2C2AP
chr8	70137499	70141499	+	BORCS8
chr8	70150778	70154778	+	MEF2B
chr8	70170356	70174356	+	TMEM161A
chr8	70210305	70214305	-	SLC25A42
chr8	70232466	70236466	-	ARMC6
chr8	70232226	70236226	+	SUGP2
chr8	70280827	70284827	+	HOMER3
chr8	70300489	70304489	-	DDX49
chr8	70300518	70304518	+	COPE
chr8	70313775	70317775	+	CERS1
chr8	70327817	70331817	+	GDF1
chr8	70351273	70355273	-	UPF1
chr8	70371548	70375548	+	COMP
chr8	70437579	70441579	-	CRTC1
chr8	70474968	70478968	-	KLHL26
chr8	70485358	70489358	-	TMEM59L
chr8	70491158	70495158	+	CRLF1
chr8	70504752	70508752	-	2810428I15RIK
chr8	70508801	70512801	-	UBA52
chr8	70525956	70529956	-	KXD1
chr8	70525724	70529724	+	FKBP8
chr8	70537457	70541457	+	ELL
chr8	70592373	70596373	+	ISYNA1
chr8	70606872	70610872	-	SSBP4
chr8	70614155	70618155	+	LRRC25
chr8	70630456	70634456	-	GDF15
chr8	70658388	70662388	-	PGPEP1
chr8	70671248	70675248	+	LSM4
chr8	70696949	70700949	+	JUND
chr8	70716543	70720543	+	GM3336
chr8	70721720	70725720	+	PDE4C
chr8	70752679	70756679	+	RAB3A
chr8	70758921	70762921	-	MPV17L2
chr8	70764663	70768663	-	IFI30
chr8	70774713	70778713	-	PIK3R2
chr8	70790433	70794433	-	MAST3
chr8	70806449	70810449	+	IL12RB1
chr8	70837720	70841720	-	ARRDC2
chr8	70855008	70859008	-	KCNN1
chr8	70861127	70865127	+	A230052G05RIK
chr8	70871490	70875490	-	CCDC124
chr8	70890757	70894757	-	SLC5A5
chr8	70895443	70899443	-	RPL18A
chr8	70903974	70907974	+	MAP1S
chr8	70929405	70933405	+	GM10654
chr8	71041040	71045040	-	GM17576
chr8	71270934	71274934	-	HAUS8
chr8	71270714	71274714	+	MYO9B
chr8	71364848	71368848	+	USE1
chr8	71369298	71373298	+	OCEL1
chr8	71379960	71383960	-	NR2F6
chr8	71393801	71397801	-	USHBP1
chr8	71394855	71398855	+	BABAM1
chr8	71404010	71408010	+	ANKLE1
chr8	71461657	71465657	-	ABHD8
chr8	71462926	71466926	+	MRPL34
chr8	71467199	71471199	+	DDA1
chr8	71484067	71488067	-	ANO8
chr8	71486103	71490103	+	GTPBP3
chr8	71509769	71513769	-	PLVAP
chr8	71523711	71527711	-	C430049E01RIK
chr8	71535437	71539437	-	BST2
chr8	71540930	71544930	+	MVB12A
chr8	71556871	71560871	-	TMEM221
chr8	71564649	71568649	-	NXNL1
chr8	71566927	71570927	+	SLC27A1
chr8	71590176	71594176	+	PGLS
chr8	71595648	71599648	+	FAM129C
chr8	71609024	71613024	+	COLGALT1
chr8	71669757	71673757	-	UNC13A
chr8	71674296	71678296	+	JAK3
chr8	71687214	71691214	+	INSL3
chr8	71699800	71703800	-	B3GNT3
chr8	71723716	71727716	-	FCHO1
chr8	71880019	71884019	+	ZFP709
chr8	71906608	71910608	+	ZFP882
chr8	71906635	71910635	+	ZFP617
chr8	71949038	71953038	+	ZFP961
chr8	72007626	72011626	-	CYP4F18
chr8	72055660	72059660	+	OLFR372
chr8	72097762	72101762	+	OLFR373
chr8	72105040	72109040	+	OLFR374
chr8	72132975	72136975	+	TPM4
chr8	72159200	72163200	+	RAB8A
chr8	72187668	72191668	+	HSH2D
chr8	72210837	72214837	-	CIB3
chr8	72211636	72215636	-	GM11034
chr8	72217730	72221730	+	FAM32A
chr8	72238018	72242018	+	AP1M1
chr8	72303276	72307276	-	GM10282
chr8	72317033	72321033	+	KLF2
chr8	72419474	72423474	-	EPS15L1
chr8	72441870	72445870	-	CALR3
chr8	72441880	72445880	+	1700030K09RIK
chr8	72473233	72477233	-	CHERP
chr8	72490614	72494614	-	SLC35E1
chr8	72546310	72550310	-	MED26
chr8	72569088	72573088	-	SMIM7
chr8	72570103	72574103	+	TMEM38A
chr8	72644711	72648711	+	NWD1
chr8	72721288	72725288	+	SIN3B
chr8	72759880	72763880	+	F2RL3
